duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,label
1.13,udp,telnet,SF,13773,633,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,0,301,289,0.05,0.05,0.18,0.02,0.89,0.0,0.02,16,94,1.0,0.03,0.3,0.42,0.42,0.13,0.13,0.05,normal,0
0.09,tcp,dns,SF,125,142,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,176,211,0.05,0.0,0.02,0.04,0.14,0.08,0.02,142,84,0.18,0.07,0.37,0.1,0.08,0.11,0.2,0.12,satan,2
0.83,tcp,telnet,RSTO,481,586,0,0,0,18,0,1,2,0,0,0,2,0,3,0,0,0,488,27,0.09,0.07,0.07,0.05,0.85,0.02,0.16,226,243,0.95,0.06,0.17,0.03,0.21,0.14,0.01,0.38,normal,0
0.15,tcp,private,REJ,158,7,0,0,0,4,0,1,9,0,0,0,1,0,2,0,0,0,126,436,0.04,0.04,0.06,0.02,0.06,0.22,0.07,178,7,0.64,0.06,0.12,0.1,0.06,0.25,0.05,0.07,guess_passwd,3
4.07,icmp,dns,SF,1345,546,0,0,0,8,0,1,2,0,0,0,1,0,2,0,0,0,115,310,0.13,0.03,0.02,0.4,0.9,0.21,0.06,217,138,0.95,0.03,0.0,0.1,0.17,0.18,0.17,0.11,normal,0
0.06,tcp,telnet,RSTR,1627,3669,0,0,0,7,0,1,0,0,0,0,2,0,4,0,0,0,142,46,0.06,0.07,0.23,0.05,0.99,0.01,0.27,247,127,0.92,0.15,0.0,0.06,0.01,0.17,0.05,0.2,normal,0
5.24,tcp,auth,SF,497,3100,0,0,0,7,0,1,1,0,0,0,2,0,0,0,0,0,254,237,0.03,0.07,0.01,0.0,0.95,0.11,0.08,119,213,0.7,0.06,0.14,0.27,0.15,0.04,0.32,0.05,normal,0
0.02,tcp,ssh,RSTO,323,230,0,0,0,3,0,1,1,0,0,0,0,0,4,0,0,1,472,17,0.17,0.08,0.13,0.15,0.45,0.02,0.23,48,247,0.6,0.04,0.13,0.25,0.02,0.24,0.09,0.03,nmap,2
4.44,tcp,private,SF,4788,1087,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,452,28,0.04,0.16,0.01,0.01,0.99,0.2,0.07,15,90,0.67,0.02,0.07,0.09,0.36,0.0,0.04,0.17,normal,0
0.21,icmp,auth,SF,1418,14,0,0,0,2,0,1,4,0,0,0,1,0,1,0,0,0,247,285,0.56,0.4,0.15,0.01,0.61,0.03,0.03,102,184,0.32,0.07,0.2,0.24,0.92,0.4,0.2,0.03,neptune,1
3.36,tcp,domain_u,REJ,3233,1950,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,0,297,63,0.02,0.04,0.01,0.1,0.84,0.07,0.08,89,155,0.99,0.17,0.27,0.1,0.24,0.02,0.07,0.09,normal,0
2.29,tcp,dns,SF,3174,1043,0,0,0,6,0,1,1,0,0,0,1,0,1,0,0,0,287,138,0.01,0.02,0.04,0.16,0.98,0.07,0.2,98,142,0.94,0.04,0.12,0.33,0.22,0.11,0.04,0.08,normal,0
4.5,tcp,domain_u,SF,5483,5522,0,0,0,18,0,1,1,0,0,0,0,0,2,0,0,0,152,374,0.02,0.05,0.12,0.08,0.99,0.16,0.1,198,248,0.9,0.03,0.18,0.06,0.05,0.06,0.19,0.01,normal,0
0.51,tcp,auth,SF,281,21,0,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,328,151,0.12,0.04,0.03,0.23,0.74,0.32,0.15,222,73,0.09,0.04,0.01,0.07,0.14,0.12,0.16,0.03,satan,2
0.23,tcp,ftp,SF,5425,504,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,0,362,246,0.01,0.35,0.14,0.14,0.93,0.09,0.01,20,47,0.97,0.03,0.08,0.12,0.1,0.01,0.03,0.06,normal,0
2.07,icmp,auth,SF,9764,1468,0,0,0,19,0,1,2,0,0,0,0,0,4,0,0,0,215,456,0.29,0.23,0.09,0.15,0.92,0.01,0.03,63,1,0.96,0.04,0.01,0.05,0.03,0.26,0.18,0.31,normal,0
1.59,udp,http,SF,1366,78,0,0,0,11,0,1,2,0,0,0,2,0,2,0,0,0,184,488,0.03,0.03,0.1,0.01,0.75,0.01,0.01,123,93,0.93,0.09,0.02,0.04,0.21,0.13,0.06,0.39,normal,0
2.03,tcp,ftp,RSTR,17753,2747,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,134,347,0.02,0.21,0.05,0.12,0.95,0.03,0.06,172,54,0.94,0.02,0.09,0.21,0.26,0.05,0.02,0.02,normal,0
0.29,icmp,smtp,SF,210,35,0,0,0,1,0,0,7,0,0,0,0,0,4,0,0,0,416,483,0.03,0.01,0.1,0.04,0.18,0.44,0.06,20,36,0.27,0.08,0.0,0.05,0.19,0.03,0.15,0.08,nmap,2
0.02,icmp,pop3,SF,854,24,0,0,0,4,0,1,6,0,0,0,1,0,3,0,0,0,204,184,0.04,0.15,0.26,0.03,0.2,0.06,0.1,183,142,0.48,0.11,0.1,0.06,0.08,0.03,0.25,0.02,satan,2
0.46,udp,private,S0,2442,79,0,0,0,16,0,1,0,0,0,0,0,0,4,0,0,0,482,96,0.06,0.02,0.17,0.21,0.58,0.24,0.12,95,248,1.0,0.07,0.32,0.02,0.0,0.06,0.09,0.09,normal,0
0.35,udp,ssh,S0,14045,365,0,0,0,15,0,1,0,0,0,0,0,0,2,0,0,0,267,500,0.05,0.09,0.04,0.22,0.95,0.03,0.02,204,8,0.99,0.07,0.38,0.1,0.13,0.29,0.11,0.08,normal,0
5.6,tcp,domain_u,SF,2333,3531,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,67,190,0.29,0.15,0.08,0.28,0.97,0.03,0.17,148,37,0.92,0.05,0.13,0.03,0.03,0.03,0.0,0.07,normal,0
3.07,tcp,private,SF,13635,810,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,237,334,0.17,0.13,0.05,0.03,0.92,0.07,0.01,157,169,0.84,0.27,0.02,0.13,0.14,0.0,0.04,0.27,normal,0
2.35,tcp,pop3,S0,1379,1297,0,0,0,14,0,1,1,0,0,0,0,0,1,0,0,0,496,177,0.13,0.05,0.19,0.14,0.83,0.05,0.07,60,173,0.8,0.07,0.02,0.09,0.07,0.01,0.08,0.08,normal,0
0.2,udp,finger,SF,492,225,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,239,174,0.85,0.51,0.25,0.01,0.3,0.04,0.22,129,253,0.28,0.03,0.04,0.29,0.89,0.08,0.15,0.23,neptune,1
0.16,tcp,domain_u,RSTR,520,45,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,173,25,0.56,0.05,0.07,0.02,0.32,0.1,0.15,94,61,0.01,0.31,0.08,0.04,0.97,0.42,0.1,0.05,neptune,1
0.17,tcp,smtp,SF,347,44,0,0,0,3,0,0,5,0,0,0,2,0,2,0,0,0,83,504,0.04,0.23,0.29,0.06,0.29,0.01,0.03,45,116,0.48,0.16,0.04,0.01,0.42,0.55,0.03,0.09,smurf,1
0.32,tcp,telnet,REJ,200,22,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,391,128,0.86,0.11,0.05,0.21,0.86,0.04,0.01,26,66,0.84,0.13,0.24,0.09,0.57,0.39,0.04,0.04,neptune,1
1.82,tcp,http,SF,5444,937,0,0,0,7,0,1,0,0,0,0,0,0,3,0,0,0,92,205,0.02,0.05,0.04,0.04,0.74,0.29,0.12,51,150,0.79,0.07,0.08,0.05,0.13,0.02,0.05,0.05,normal,0
0.49,tcp,dns,SF,518,205,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,252,208,0.08,0.04,0.26,0.01,0.54,0.1,0.09,177,255,0.94,0.02,0.11,0.18,0.02,0.06,0.16,0.07,portsweep,2
0.11,icmp,smtp,SF,686,2282,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,367,111,0.23,0.01,0.17,0.19,0.99,0.1,0.06,241,116,0.91,0.0,0.0,0.17,0.08,0.2,0.0,0.01,normal,0
0.55,tcp,domain_u,SF,214,342,0,0,0,0,0,1,2,0,0,0,2,0,3,0,0,0,170,164,0.26,0.03,0.45,0.03,0.5,0.15,0.06,127,30,0.21,0.09,0.13,0.02,0.3,0.19,0.04,0.0,neptune,1
0.16,tcp,smtp,S0,82,51,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,352,278,0.99,0.33,0.21,0.05,0.24,0.02,0.04,50,141,0.5,0.08,0.24,0.04,0.5,0.72,0.05,0.21,teardrop,1
0.49,udp,ftp,SF,635,19,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,1,469,481,0.14,0.18,0.02,0.26,0.51,0.19,0.11,182,177,0.71,0.01,0.01,0.19,0.09,0.02,0.06,0.19,satan,2
4.02,udp,telnet,S0,2267,532,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,191,468,0.28,0.32,0.05,0.01,0.89,0.07,0.09,113,11,0.88,0.09,0.0,0.08,0.08,0.32,0.07,0.09,normal,0
0.35,tcp,http,SF,717,3,0,0,0,1,0,1,7,0,0,0,2,0,2,0,0,0,126,27,0.77,0.31,0.08,0.03,0.15,0.03,0.08,104,188,0.56,0.07,0.09,0.12,0.22,1.0,0.13,0.12,smurf,1
0.49,tcp,domain_u,SF,2300,30,0,0,0,1,0,0,2,0,0,0,2,0,3,0,0,0,56,40,0.14,0.37,0.04,0.16,0.41,0.07,0.11,31,227,0.46,0.11,0.09,0.05,0.21,0.02,0.05,0.11,guess_passwd,3
0.03,icmp,domain_u,SF,3570,3892,0,0,0,13,0,1,1,0,0,0,1,0,2,0,0,0,373,510,0.02,0.2,0.07,0.08,0.97,0.11,0.2,3,185,0.89,0.05,0.14,0.15,0.0,0.15,0.0,0.02,normal,0
0.2,tcp,private,SF,8875,15164,0,0,0,18,4,1,1,0,0,0,0,0,1,0,0,0,277,209,0.26,0.0,0.06,0.07,0.98,0.05,0.06,223,251,0.93,0.03,0.02,0.06,0.12,0.0,0.14,0.1,normal,0
0.23,udp,pop3,S0,433,41,0,0,0,2,0,0,5,0,0,0,2,0,1,0,0,0,30,79,0.42,0.34,0.09,0.1,0.72,0.05,0.19,175,70,0.28,0.07,0.23,0.26,0.64,0.53,0.01,0.21,neptune,1
0.12,tcp,auth,SF,282,21,0,0,0,3,0,1,0,0,0,0,2,0,1,0,0,0,196,72,0.88,0.39,0.09,0.31,0.47,0.1,0.0,99,125,0.2,0.17,0.05,0.03,0.11,0.45,0.0,0.15,neptune,1
1.36,tcp,ftp,S0,3958,256,0,0,0,17,0,1,2,0,0,0,1,0,3,0,0,0,313,166,0.08,0.13,0.12,0.28,0.96,0.18,0.07,157,40,0.93,0.06,0.01,0.29,0.13,0.01,0.09,0.04,normal,0
0.48,tcp,dns,SF,857,18,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,46,1,0.39,0.66,0.08,0.17,0.08,0.08,0.03,29,197,0.68,0.09,0.02,0.02,0.09,0.7,0.03,0.02,neptune,1
0.99,tcp,http,SF,4788,3636,0,0,0,4,1,1,2,0,0,0,2,0,4,0,0,0,361,279,0.07,0.04,0.03,0.09,0.82,0.37,0.29,74,203,0.83,0.18,0.1,0.08,0.04,0.04,0.02,0.05,normal,0
3.1,tcp,ftp,SF,451,4773,0,0,0,10,0,1,1,0,0,0,1,0,2,0,0,0,376,506,0.04,0.08,0.1,0.05,0.74,0.04,0.23,74,225,0.83,0.15,0.03,0.13,0.21,0.16,0.07,0.04,normal,0
0.24,tcp,ftp,SF,2158,1160,0,0,0,17,0,1,0,0,0,0,0,0,4,0,0,0,364,459,0.09,0.27,0.13,0.03,0.91,0.06,0.1,238,171,0.98,0.17,0.22,0.34,0.05,0.01,0.04,0.11,normal,0
1.15,tcp,finger,S0,807,115,0,0,0,13,0,1,0,0,0,0,1,0,3,0,0,0,326,162,0.0,0.36,0.11,0.09,0.87,0.05,0.02,144,39,0.82,0.16,0.1,0.01,0.23,0.08,0.1,0.04,normal,0
0.22,tcp,ssh,SF,2456,5437,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,2,177,0.11,0.19,0.03,0.06,0.92,0.16,0.0,180,22,0.9,0.08,0.07,0.01,0.09,0.16,0.22,0.02,normal,0
0.07,icmp,private,SF,546,107,0,3,0,4,0,0,7,0,0,0,1,0,3,0,0,0,34,6,0.23,0.11,0.03,0.12,0.57,0.01,0.07,40,213,0.98,0.16,0.0,0.07,0.01,0.1,0.11,0.2,nmap,2
0.18,tcp,dns,S1,2,198,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,313,49,0.21,0.62,0.04,0.11,0.09,0.13,0.25,182,11,0.57,0.18,0.07,0.02,0.03,0.88,0.07,0.02,smurf,1
0.03,udp,ftp,SF,68,593,0,0,0,3,0,0,1,0,0,0,1,0,3,0,0,0,242,456,0.04,0.17,0.32,0.05,0.04,0.14,0.18,204,192,0.34,0.07,0.06,0.03,0.8,0.86,0.08,0.0,neptune,1
5.58,tcp,ssh,S0,5884,2628,0,3,0,4,0,1,2,0,0,0,0,0,3,0,0,0,361,344,0.15,0.07,0.11,0.02,0.99,0.04,0.13,172,132,0.96,0.19,0.02,0.08,0.03,0.02,0.04,0.3,normal,0
0.27,tcp,finger,SF,343,149,0,0,0,3,0,1,5,0,0,0,1,0,1,0,0,0,215,470,0.84,0.91,0.0,0.04,0.9,0.08,0.06,88,251,0.15,0.03,0.11,0.03,0.22,0.81,0.03,0.16,smurf,1
0.81,tcp,http,SF,3573,5686,0,0,0,19,0,1,0,0,0,0,2,0,0,0,0,0,419,466,0.06,0.0,0.01,0.01,0.95,0.05,0.33,193,6,0.78,0.04,0.11,0.03,0.05,0.06,0.01,0.03,normal,0
0.07,tcp,auth,S0,406,85,0,0,0,3,1,0,9,0,0,0,1,0,2,0,0,0,469,150,0.18,0.65,0.06,0.04,0.22,0.1,0.01,43,150,0.16,0.0,0.15,0.16,0.03,0.25,0.06,0.15,teardrop,1
0.07,tcp,private,SF,1014,22,0,0,0,3,0,1,6,0,0,0,2,0,4,0,0,0,409,121,0.45,0.87,0.15,0.2,0.75,0.19,0.04,240,232,0.25,0.08,0.01,0.14,0.69,0.69,0.35,0.06,smurf,1
0.12,tcp,ftp,SF,12527,8645,0,0,0,3,0,1,1,0,0,0,2,0,2,0,0,0,484,144,0.28,0.11,0.16,0.08,0.89,0.07,0.27,51,146,1.0,0.16,0.02,0.17,0.07,0.16,0.01,0.07,normal,0
0.4,tcp,private,S2,248,41,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,61,66,0.04,0.28,0.11,0.19,0.73,0.03,0.21,73,254,0.86,0.1,0.24,0.05,0.02,0.03,0.04,0.1,satan,2
0.0,udp,smtp,SF,1460,139,0,0,0,1,0,0,6,0,0,0,1,0,2,0,0,0,500,461,0.34,0.98,0.45,0.14,0.43,0.17,0.04,178,58,0.32,0.03,0.0,0.17,0.35,0.43,0.11,0.12,smurf,1
0.03,tcp,telnet,SF,1083,41,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,8,190,0.21,0.18,0.21,0.04,0.17,0.03,0.08,202,107,0.1,0.14,0.2,0.15,0.11,0.1,0.07,0.09,ftp_write,3
0.13,tcp,telnet,REJ,589,74,0,0,0,2,0,1,3,0,0,0,1,0,2,0,0,0,272,22,0.99,0.87,0.21,0.12,0.92,0.06,0.06,244,119,0.15,0.12,0.13,0.01,0.38,0.91,0.07,0.06,smurf,1
0.2,tcp,http,SF,521,260,0,0,0,4,0,0,8,0,0,0,2,0,0,0,0,0,320,217,0.75,0.68,0.32,0.05,0.61,0.49,0.04,174,65,0.52,0.13,0.13,0.1,0.37,0.4,0.02,0.05,neptune,1
0.78,tcp,private,SF,3850,8584,0,0,0,15,0,1,1,0,0,0,2,0,0,0,0,0,230,215,0.04,0.03,0.06,0.01,0.82,0.09,0.03,200,73,1.0,0.27,0.27,0.01,0.05,0.11,0.05,0.0,normal,0
4.37,udp,dns,SF,3470,659,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,268,386,0.22,0.12,0.03,0.04,0.92,0.02,0.03,186,142,0.95,0.05,0.08,0.1,0.02,0.05,0.08,0.05,normal,0
0.79,udp,imap,RSTR,1019,580,0,2,0,13,0,1,1,0,0,0,2,0,0,0,0,0,354,323,0.15,0.01,0.27,0.04,0.79,0.01,0.08,179,178,0.93,0.09,0.06,0.04,0.1,0.23,0.04,0.01,normal,0
1.07,udp,dns,SH,2424,4650,0,1,0,3,0,1,0,0,0,0,2,0,1,0,0,0,332,119,0.08,0.01,0.01,0.13,0.79,0.11,0.07,229,33,0.89,0.22,0.0,0.18,0.01,0.21,0.04,0.09,normal,0
0.47,tcp,ftp,S0,46,259,0,0,0,4,0,1,7,0,0,0,1,0,2,0,0,0,146,144,0.97,0.11,0.29,0.05,0.77,0.05,0.04,214,20,0.07,0.07,0.06,0.01,0.54,0.08,0.07,0.29,smurf,1
0.01,tcp,domain_u,SF,534,254,0,0,0,4,0,0,2,0,0,0,1,0,2,0,0,0,1,6,0.01,0.03,0.23,0.0,0.09,0.12,0.16,77,235,0.44,0.11,0.1,0.27,0.13,0.07,0.01,0.06,satan,2
2.65,udp,domain_u,SF,11259,5564,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,113,148,0.03,0.06,0.24,0.31,0.92,0.05,0.01,11,158,0.99,0.01,0.23,0.17,0.11,0.2,0.09,0.0,normal,0
0.01,tcp,telnet,SF,761,86,0,0,0,2,0,1,9,0,0,0,0,0,1,0,0,0,480,49,0.92,0.46,0.31,0.07,0.84,0.0,0.06,188,200,0.41,0.03,0.22,0.03,0.69,0.87,0.28,0.09,neptune,1
0.12,icmp,ftp,S1,24,168,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,503,414,0.09,0.02,0.17,0.14,0.38,0.03,0.01,122,112,0.01,0.02,0.13,0.14,0.09,0.01,0.29,0.01,ipsweep,2
1.09,tcp,domain_u,SF,3453,821,0,0,0,6,0,1,0,0,0,0,1,0,1,0,0,0,281,425,0.1,0.13,0.19,0.29,0.98,0.0,0.06,124,150,0.98,0.18,0.04,0.08,0.08,0.13,0.12,0.02,normal,0
0.1,tcp,private,SF,117,73,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,350,126,0.97,0.96,0.0,0.02,0.07,0.34,0.02,145,183,0.49,0.17,0.11,0.14,0.31,0.81,0.0,0.06,smurf,1
1.7,tcp,ssh,SF,3811,54,0,0,0,9,0,1,0,0,0,0,0,0,2,0,0,0,402,116,0.16,0.0,0.11,0.04,0.92,0.18,0.13,149,212,0.97,0.28,0.0,0.16,0.05,0.05,0.07,0.03,normal,0
0.85,tcp,ssh,SF,972,80,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,455,25,0.09,0.06,0.08,0.05,0.82,0.07,0.09,26,172,0.98,0.01,0.04,0.09,0.07,0.08,0.1,0.31,normal,0
0.37,udp,pop3,SF,540,22,0,0,0,0,0,1,9,0,0,0,2,0,3,0,0,0,432,392,0.94,0.7,0.04,0.17,0.12,0.03,0.13,58,40,0.14,0.04,0.04,0.1,0.95,0.68,0.17,0.11,neptune,1
1.27,tcp,pop3,SF,381,42,0,0,0,2,0,0,7,0,0,0,2,0,1,0,0,0,416,237,0.08,0.08,0.12,0.02,0.52,0.03,0.09,14,173,0.3,0.01,0.16,0.13,0.05,0.0,0.13,0.04,portsweep,2
0.04,tcp,smtp,SF,428,48,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,13,339,0.02,0.06,0.2,0.17,0.3,0.22,0.07,7,42,0.46,0.04,0.14,0.08,0.27,0.1,0.16,0.02,nmap,2
2.42,udp,pop3,RSTO,8474,8669,0,0,0,17,0,1,1,0,0,0,1,0,3,0,0,0,76,28,0.19,0.1,0.01,0.06,0.58,0.17,0.21,41,124,0.61,0.21,0.11,0.19,0.04,0.12,0.19,0.1,normal,0
0.08,tcp,imap,S0,36,3199,0,1,0,3,1,1,1,0,0,0,1,0,1,0,0,0,8,135,0.21,0.05,0.02,0.01,0.91,0.17,0.03,113,1,0.93,0.0,0.15,0.01,0.07,0.09,0.18,0.02,normal,0
0.54,tcp,telnet,SF,916,236,0,0,0,4,0,1,8,0,0,0,2,0,1,0,0,0,494,166,0.01,0.23,0.11,0.04,0.38,0.05,0.04,65,140,0.14,0.24,0.01,0.05,0.2,0.09,0.02,0.1,nmap,2
0.3,tcp,finger,SF,120,200,0,0,0,3,0,0,8,0,0,0,1,0,0,0,0,0,430,336,0.58,0.62,0.07,0.04,0.41,0.2,0.15,43,91,0.23,0.15,0.09,0.04,0.56,0.21,0.04,0.01,neptune,1
0.61,udp,domain_u,SF,379,4,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,42,140,0.05,0.05,0.03,0.01,0.59,0.01,0.05,48,105,0.47,0.02,0.02,0.07,0.07,0.03,0.03,0.01,satan,2
0.51,tcp,finger,SF,438,100,0,0,0,1,0,0,8,0,0,0,2,0,2,0,0,0,412,440,0.39,0.07,0.16,0.08,0.43,0.09,0.11,151,186,0.18,0.03,0.09,0.04,0.68,0.86,0.08,0.14,neptune,1
0.1,tcp,http,SF,348,232,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,187,124,0.18,0.34,0.0,0.07,0.71,0.02,0.02,96,188,0.64,0.01,0.03,0.08,0.11,0.09,0.1,0.04,nmap,2
0.11,udp,dns,SF,161,143,0,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,172,301,0.77,0.98,0.01,0.06,0.0,0.27,0.17,110,78,0.9,0.18,0.01,0.02,0.39,0.09,0.01,0.17,neptune,1
0.11,tcp,ftp,SH,760,73,0,0,0,3,2,0,2,0,0,0,0,0,3,0,0,0,482,36,0.22,0.26,0.26,0.07,0.7,0.02,0.03,176,154,0.58,0.13,0.08,0.15,0.3,0.54,0.02,0.07,teardrop,1
0.07,tcp,smtp,S0,132,114,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,511,332,0.14,0.09,0.04,0.11,0.43,0.06,0.04,18,12,0.41,0.17,0.28,0.2,0.03,0.17,0.04,0.02,nmap,2
0.14,icmp,private,SF,501,222,0,0,0,3,0,1,1,0,0,0,2,0,3,0,0,0,130,451,0.45,0.19,0.31,0.06,0.58,0.12,0.01,146,130,0.53,0.1,0.2,0.01,0.07,0.21,0.08,0.3,ipsweep,2
0.62,tcp,pop3,SF,298,11,0,0,0,3,0,1,7,0,0,0,1,0,0,0,0,0,68,273,0.15,0.1,0.17,0.0,0.08,0.03,0.12,96,69,0.57,0.02,0.02,0.11,0.13,0.04,0.1,0.24,portsweep,2
0.13,udp,http,SF,0,137,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,318,279,0.05,0.07,0.07,0.04,0.14,0.02,0.03,82,111,0.56,0.11,0.12,0.18,0.03,0.16,0.2,0.09,nmap,2
4.09,udp,pop3,REJ,1934,5245,0,0,0,13,0,1,2,0,0,0,1,0,3,0,0,0,107,410,0.06,0.02,0.13,0.04,0.75,0.06,0.01,64,20,0.94,0.44,0.35,0.11,0.11,0.09,0.07,0.05,normal,0
1.3,icmp,domain_u,S2,9841,1114,0,0,0,13,0,1,1,0,0,0,2,0,1,0,0,0,449,243,0.12,0.21,0.16,0.11,0.71,0.16,0.14,47,39,0.95,0.07,0.06,0.05,0.19,0.12,0.06,0.24,normal,0
1.7,tcp,auth,SF,997,5219,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,278,505,0.07,0.04,0.2,0.04,1.0,0.0,0.19,238,4,0.66,0.09,0.16,0.1,0.01,0.25,0.07,0.1,normal,0
0.41,udp,auth,SF,179,37,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,33,33,1.0,0.9,0.22,0.05,0.03,0.22,0.02,108,62,0.71,0.11,0.17,0.28,0.91,0.09,0.08,0.42,smurf,1
2.92,tcp,pop3,SF,9052,990,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,235,380,0.06,0.02,0.06,0.01,0.97,0.12,0.15,96,36,0.63,0.07,0.11,0.12,0.05,0.14,0.15,0.09,normal,0
0.22,tcp,ssh,REJ,574,90,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,411,250,0.58,0.82,0.15,0.02,0.28,0.13,0.17,139,128,0.88,0.15,0.13,0.01,0.72,0.25,0.12,0.08,smurf,1
0.82,tcp,telnet,SF,60,116,0,0,0,2,0,1,4,0,0,0,0,0,3,0,0,0,19,472,0.04,0.04,0.1,0.08,0.09,0.08,0.01,163,65,0.99,0.1,0.08,0.18,0.23,0.05,0.06,0.24,portsweep,2
0.04,udp,auth,SF,947,85,0,0,0,0,0,0,5,0,0,0,2,0,3,0,0,0,145,479,0.39,0.48,0.12,0.13,0.79,0.22,0.06,57,70,0.68,0.04,0.03,0.14,0.66,0.21,0.05,0.16,smurf,1
0.66,tcp,smtp,SF,238,19,0,0,0,3,0,0,6,0,0,0,1,0,3,0,0,0,420,385,0.03,0.15,0.01,0.06,0.8,0.03,0.22,8,75,0.23,0.0,0.08,0.16,0.07,0.24,0.04,0.16,guess_passwd,3
0.34,udp,auth,SF,376,38,0,0,0,3,0,0,3,0,0,0,2,0,3,0,0,0,303,17,0.11,0.17,0.07,0.0,0.34,0.07,0.24,87,73,0.85,0.16,0.14,0.01,0.04,0.01,0.01,0.0,ipsweep,2
2.34,tcp,imap,SF,1929,817,0,0,0,15,0,1,1,0,0,0,1,0,3,0,0,0,72,491,0.04,0.0,0.29,0.09,1.0,0.06,0.24,20,246,0.81,0.28,0.14,0.11,0.13,0.02,0.01,0.06,normal,0
0.22,icmp,dns,REJ,171,42,0,0,0,4,0,0,7,0,0,0,2,0,4,0,0,0,353,166,0.61,0.5,0.07,0.09,0.05,0.15,0.03,199,99,0.19,0.2,0.06,0.04,0.48,0.45,0.04,0.06,teardrop,1
0.12,tcp,dns,SF,371,5,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,89,55,0.06,0.01,0.03,0.13,0.78,0.07,0.06,191,108,0.6,0.21,0.25,0.08,0.12,0.1,0.03,0.08,ftp_write,3
0.28,tcp,ssh,SF,717,39,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,304,348,0.41,0.04,0.04,0.19,0.64,0.3,0.0,104,236,0.18,0.35,0.0,0.01,0.64,0.68,0.16,0.32,smurf,1
4.72,udp,imap,SF,4344,904,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,469,355,0.25,0.09,0.06,0.12,0.9,0.15,0.04,118,151,0.97,0.08,0.16,0.0,0.05,0.05,0.29,0.13,normal,0
0.02,udp,imap,SF,3903,336,0,0,0,4,0,1,2,0,0,0,2,0,2,0,0,0,461,295,0.03,0.23,0.24,0.02,0.86,0.01,0.02,149,184,0.92,0.05,0.11,0.02,0.11,0.07,0.11,0.06,normal,0
5.78,tcp,dns,SF,2887,153,0,0,0,18,0,1,2,0,0,0,2,0,4,0,0,0,141,278,0.01,0.01,0.03,0.12,0.98,0.04,0.06,227,246,0.95,0.05,0.06,0.2,0.16,0.02,0.16,0.03,normal,0
